"season"|"team"|"player"|"dob"|"age"|"nationality"|"current.club"|"height.cm"|"foot"|"joined"|"contract.start"|"contract.end"|"curr.market.value.EUR"|"prev.market.value.EUR"
"2015"|"Delhi Dynamos FC"|"Florent Malouda"|1980-06-13|"35"|"French Guiana"|"Retired"|"177"|"left"|2015-08-23|NA|NA|"500K"|"1.00M"
"2015"|"Delhi Dynamos FC"|"Souvik Chakrabarti"|1991-07-12|"23"|"India"|"Mumbai City FC"|"174"|"both"|2016-06-21|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Malsawmzuala"|1997-09-12|"17"|"India"|"Amar Tomar Kolkata"|"178"|"right"|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Kean Lewis"|1992-09-19|"22"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Rupert Nongrum"|1996-08-21|"18"|"India"|"NorthEast United FC"|"179"|"right"|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Alwyn George"|1992-03-01|"23"|"India"|"FC Pune City"|"173"|NA|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Bruno Pelissari"|1993-01-03|"22"|"Brazil"|"Clube Atlético Votuporanguense"|"181"|"right"|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Denson Devadas"|1982-12-20|"32"|"India"|"Chennai City FC"|"178"|NA|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Marcelinho"|1987-06-22|"28"|"Brazil"|"FC Pune City"|"178"|"left"|NA|NA|NA|"700K"|"500K"
"2015"|"Delhi Dynamos FC"|"Richard Gadze"|1994-08-23|"20"|"Ghana"|"FC Voluntari"|"176"|"right"|2015-09-09|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Arjun Tudu"|1990-01-01|"25"|"India"|"Without Club"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Delhi Dynamos FC"|"Badara Badji"|1994-02-24|"21"|"Senegal"|"FK Indjija"|"193"|"right"|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Subhasish Roy Chowdhury"|1986-09-27|"28"|"India"|"Jamshedpur FC"|"185"|NA|NA|NA|NA|"25K"|"25K"
"2015"|"FC Goa"|"Laxmikant Kattimani"|1989-05-03|"26"|"India"|"FC Goa"|"183"|NA|2015-07-01|NA|2020-06-30|NA|NA
"2015"|"FC Goa"|"Sukhdev Patil"|1998-01-23|"17"|"India"|"Delhi Dynamos FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Keenan Almeida"|1991-12-10|"23"|"India"|"FC Pune City"|"181"|NA|2015-07-18|NA|NA|NA|NA
"2015"|"FC Goa"|"Sanjay Balmuchu"|1992-01-05|"23"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Lúcio"|1978-05-08|"37"|"Brazil"|"Brasiliense FC (DF)"|"188"|"right"|2015-07-01|NA|NA|"500K"|"500K"
"2015"|"FC Goa"|"Grégory Arnolin"|1980-11-10|"34"|"Martinique"|"Retired"|"187"|"right"|2014-08-21|NA|NA|"500K"|"800K"
"2015"|"FC Goa"|"Denzil Franco"|1986-06-30|"29"|"India"|"Churchill Brothers SC"|"183"|NA|NA|NA|NA|"75K"|NA
"2015"|"FC Goa"|"Raju Gaikwad"|1990-09-25|"24"|"India"|"Jamshedpur FC"|"180"|NA|2015-09-01|NA|NA|"50K"|"50K"
"2015"|"FC Goa"|"Rafael Dumas"|1995-03-13|"20"|"Brazil"|"Grêmio Esportivo Brasil (RS)"|"184"|"left"|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Fulganco Cardozo"|1988-01-23|"27"|"India"|"Without Club"|"183"|NA|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Luciano Sabrosa"|1979-07-25|"35"|"Brazil"|"Without Club"|"186"|NA|2015-09-03|NA|NA|NA|NA
"2015"|"FC Goa"|"Debabrata Roy"|1986-11-04|"28"|"India"|"Mohun Bagan AC"|"173"|"right"|2015-07-01|NA|NA|"50K"|NA
"2015"|"FC Goa"|"Sahil Tavora"|1995-10-19|"19"|"India"|"Grupo Desportivo Santa Cruz de Alvarenga"|"180"|NA|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Pratesh Shirodkar"|1989-02-19|"26"|"India"|"FC Goa"|"158"|NA|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Richarlyson"|1982-12-27|"32"|"Brazil"|"Without Club"|"176"|"left"|NA|NA|NA|"750K"|"750K"
"2015"|"FC Goa"|"Matheus Trindade"|1996-03-05|"19"|"Brazil"|"AC Goianiense (GO)"|"175"|"right"|NA|NA|NA|NA|NA
"2015"|"FC Goa"|"Mandar Rao Desai"|1992-03-18|"23"|"India"|"FC Goa"|"171"|NA|2015-07-01|NA|NA|NA|NA
"2015"|"FC Goa"|"Jofre"|1980-01-24|"35"|"Spain"|"Retired"|"170"|"left"|2015-07-01|NA|NA|"100K"|"200K"
"2015"|"FC Goa"|"Romeo Fernandes"|1992-07-06|"22"|"India"|"Delhi Dynamos FC"|"168"|NA|2015-07-01|NA|NA|"100K"|NA
"2015"|"FC Goa"|"Rafael Coelho"|1988-05-20|"27"|"Brazil"|"Without Club"|"175"|"right"|2015-11-03|NA|NA|"700K"|"750K"
"2015"|"FC Goa"|"Reinaldo"|1979-03-14|"36"|"Brazil"|"Without Club"|"187"|"right"|2015-07-01|NA|NA|"300K"|NA
"2015"|"FC Goa"|"Júlio César"|1980-02-26|"35"|"Brazil"|"Madureira Esporte Clube (RJ)"|"177"|"left"|NA|NA|NA|"250K"|"300K"
"2015"|"FC Goa"|"Robin Singh"|1990-05-09|"25"|"India"|"FC Pune City"|"185"|NA|NA|NA|NA|"75K"|NA
"2015"|"FC Pune City"|"Apoula Edel"|1986-06-17|"29"|"Armenia"|"Retired"|"184"|"right"|NA|NA|NA|"1.00M"|"1.00M"
"2015"|"FC Pune City"|"Arindam Bhattacharya"|1989-05-20|"26"|"India"|"Amar Tomar Kolkata"|"189"|NA|2014-07-01|NA|NA|"25K"|NA
"2015"|"FC Pune City"|"Vishal Kaith"|1996-07-22|"18"|"India"|"FC Pune City"|"188"|"right"|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Gouramangi Singh"|1986-01-25|"29"|"India"|"NEROCA FC"|"186"|"right"|2015-07-01|NA|NA|"100K"|"100K"
"2015"|"FC Pune City"|"Eduardo"|1983-10-08|"31"|"Equatorial Guinea"|"NEROCA FC"|"188"|"right"|NA|NA|NA|"75K"|"100K"
"2015"|"FC Pune City"|"Augustin Fernandes"|1987-10-13|"27"|"India"|"Without Club"|"178"|NA|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Narayan Das"|1993-09-25|"21"|"India"|"Delhi Dynamos FC"|"175"|NA|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Yumnam Raju"|1989-07-03|"25"|"India"|"Jamshedpur FC"|"170"|NA|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Dharmaraj Ravanan"|1987-07-27|"27"|"India"|"Chennai City FC"|"179"|NA|2014-07-01|NA|NA|NA|NA
"2015"|"FC Pune City"|"Rahul Bheke"|1990-12-06|"24"|"India"|"Bengaluru FC"|"179"|"right"|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Mohamed Sissoko"|1985-01-22|"30"|"Mali"|"Kitchee SC"|"191"|"right"|NA|NA|NA|"2.00M"|"2.00M"
"2015"|"FC Pune City"|"Jonatan Lucca"|1994-06-02|"21"|"Brazil"|"Os Belenenses SAD"|"184"|"left"|NA|NA|NA|"500K"|"700K"
"2015"|"FC Pune City"|"Lenny Rodrigues"|1987-05-10|"28"|"India"|"FC Goa"|"185"|NA|2015-07-01|NA|NA|"50K"|NA
"2015"|"FC Pune City"|"Bruno Herrero"|1985-02-13|"30"|"Spain"|"San Fernando CD"|"175"|"right"|NA|NA|NA|"400K"|"700K"
"2015"|"FC Pune City"|"Pitu"|1983-11-24|"31"|"Spain"|"UE Llagostera"|"175"|"left"|NA|NA|NA|"200K"|"200K"
"2015"|"FC Pune City"|"Manish Maithani"|1986-12-06|"28"|"India"|"Southern Samity"|"174"|NA|2014-07-01|NA|NA|NA|NA
"2015"|"FC Pune City"|"Eugeneson Lyngdoh"|1986-09-10|"28"|"India"|"Amar Tomar Kolkata"|"171"|NA|2015-07-10|NA|NA|NA|NA
"2015"|"FC Pune City"|"Francis Fernandes"|1985-11-25|"29"|"India"|"Chennaiyin FC"|"170"|NA|NA|NA|NA|"50K"|NA
"2015"|"FC Pune City"|"Sanju Pradhan"|1989-08-15|"25"|"India"|"Mumbai City FC"|"168"|"right"|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Gustavo Oberman"|1985-03-25|"30"|"Argentina"|"Club Sportivo Dock Sud"|"177"|"right"|NA|NA|NA|"500K"|"800K"
"2015"|"FC Pune City"|"Arata Izumi"|1982-07-31|"32"|"India"|"Retired"|"175"|NA|NA|NA|NA|"75K"|NA
"2015"|"FC Pune City"|"Momar Ndoye"|1992-03-10|"23"|"Senegal"|"Unknown"|"178"|"right"|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Zodingliana Ralte"|1995-05-05|"20"|"India"|"Shillong Lajong FC"|"174"|"left"|NA|NA|NA|NA|NA
"2015"|"FC Pune City"|"Jesús Tato"|1983-07-12|"31"|"Spain"|"Unknown"|"179"|"left"|NA|NA|NA|"300K"|"500K"
"2015"|"FC Pune City"|"Dramane Traoré"|1982-06-17|"33"|"Mali"|"Without Club"|"192"|"left"|NA|NA|NA|"500K"|"1.00M"
"2015"|"FC Pune City"|"Aníbal Zurdo"|1982-12-03|"32"|"Mexico"|"Club Atlético Pinto"|"188"|"right"|NA|NA|NA|"500K"|"800K"
"2015"|"Kerala Blasters FC"|"Graham Stack"|1981-09-26|"33"|"Ireland"|"Retired"|"188"|"right"|NA|NA|NA|"100K"|"200K"
"2015"|"Kerala Blasters FC"|"Sandip Nandy"|1975-01-15|"40"|"India"|"Without Club"|"178"|NA|2015-07-01|NA|NA|"25K"|"50K"
"2015"|"Kerala Blasters FC"|"Kunal Sawant"|1986-08-23|"28"|"India"|"Mumbai City FC"|"188"|NA|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Mohammad Ansari"|1994-02-24|"21"|"India"|"Mohammedan Sporting Club"|"180"|NA|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Aaron Hughes"|1979-11-08|"35"|"Northern Ireland"|"Heart of Midlothian FC"|"183"|"right"|NA|NA|NA|"350K"|"500K"
"2015"|"Kerala Blasters FC"|"Didier Kadio"|1990-04-05|"25"|"Cote d'Ivoire"|"SJK Seinäjoki"|"180"|"right"|NA|NA|NA|"250K"|"400K"
"2015"|"Kerala Blasters FC"|"Ouzin Ndoye"|1992-04-10|"23"|"Senegal"|"Without Club"|"189"|"right"|NA|NA|NA|"150K"|"250K"
"2015"|"Kerala Blasters FC"|"Sandesh Jhingan"|1993-07-21|"21"|"India"|"Kerala Blasters FC"|"188"|NA|2014-07-22|NA|2020-05-31|"25K"|NA
"2015"|"Kerala Blasters FC"|"Gurwinder Singh"|1986-04-16|"29"|"India"|"NorthEast United FC"|"183"|NA|2015-07-01|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Pratik Chowdhary"|1989-10-04|"25"|"India"|"Jamshedpur FC"|"186"|"right"|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Josué Currais"|1993-02-27|"22"|"Spain"|"UE Llagostera"|"176"|"left"|2015-08-06|NA|NA|"50K"|"100K"
"2015"|"Kerala Blasters FC"|"Cédric Hengbart"|1980-07-13|"34"|"France"|"Retired"|"183"|"right"|2014-08-21|NA|NA|"500K"|"500K"
"2015"|"Kerala Blasters FC"|"Rino Anto"|1988-01-03|"27"|"India"|"Bengaluru FC"|"174"|"right"|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Prasanth Karuthadathkuni"|1997-06-24|"18"|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Azrack Mahamat"|1988-03-24|"27"|"Chad"|"Without Club"|"181"|"right"|NA|NA|NA|"500K"|"400K"
"2015"|"Kerala Blasters FC"|"Mehtab Hossain"|1985-09-05|"29"|"India"|"Retired"|"171"|"both"|2015-07-01|NA|NA|"100K"|NA
"2015"|"Kerala Blasters FC"|"Mohammed Rafique"|1992-09-20|"22"|"India"|"Mumbai City FC"|"173"|NA|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Vinit Rai"|1997-10-10|"17"|"India"|"Delhi Dynamos FC"|"184"|NA|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"C.K. Vineeth"|1988-05-20|"27"|"India"|"Kerala Blasters FC"|"178"|NA|2015-07-10|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Ishfaq Ahmed"|1983-03-17|"32"|"India"|"Without Club"|"175"|NA|2014-07-01|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Farukh Choudhary"|1996-11-08|"18"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Kerala Blasters FC"|"Michael Chopra"|1983-12-23|"31"|"England"|"Retired"|"175"|"right"|2014-08-21|NA|NA|"400K"|"800K"
"2015"|"Kerala Blasters FC"|"Kervens Belfort"|1992-05-16|"23"|"Haiti"|"Without Club"|"184"|"right"|NA|NA|NA|"300K"|"300K"
"2015"|"Kerala Blasters FC"|"Antonio German"|1991-12-26|"23"|"England"|"Gokulam Kerala FC"|"187"|"left"|2015-08-03|NA|NA|"150K"|"150K"
"2015"|"Kerala Blasters FC"|"Duckens Nazon"|1994-04-07|"21"|"Haiti"|"Sint-Truidense VV"|"181"|"right"|NA|NA|NA|"50K"|"50K"
"2015"|"Kerala Blasters FC"|"Mohammed Rafi"|1982-05-24|"33"|"India"|"Chennaiyin FC"|"179"|NA|2015-07-01|NA|NA|"25K"|NA
"2015"|"Kerala Blasters FC"|"Sembi Haokip"|1993-08-26|"21"|"India"|"Bengaluru FC"|"183"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Roberto Tigrão"|1979-07-01|"36"|"Brazil"|"Retired"|"193"|"right"|NA|NA|NA|"300K"|"100K"
"2015"|"Mumbai City FC"|"Amrinder Singh"|1993-05-27|"22"|"India"|"Mumbai City FC"|"186"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Albino Gomes"|1994-02-07|"21"|"India"|"Delhi Dynamos FC"|NA|NA|2015-07-10|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Arnab Das"|1987-11-20|"27"|"India"|"Gokulam Kerala FC"|"183"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Munmun Lugun"|1993-05-05|"22"|"India"|"Without Club"|"176"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Facundo Cardozo"|1995-04-06|"20"|"Argentina"|"Alebrijes de Oaxaca"|"182"|"left"|NA|NA|NA|"750K"|"50K"
"2015"|"Mumbai City FC"|"Gérson"|1992-10-04|"22"|"Brazil"|"Amar Tomar Kolkata"|"180"|"right"|NA|NA|NA|"300K"|"150K"
"2015"|"Mumbai City FC"|"Lucian Goian"|1983-02-10|"32"|"Romania"|"Mumbai City FC"|"185"|"right"|NA|NA|NA|"250K"|"400K"
"2015"|"Mumbai City FC"|"Anwar Ali"|1984-08-24|"30"|"India"|"Mumbai City FC"|"189"|"right"|NA|NA|NA|"50K"|NA
"2015"|"Mumbai City FC"|"Lalchhuanmawia"|1989-04-14|"26"|"India"|"FC Pune City"|"182"|"left"|2015-07-10|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Sena Ralte"|1988-07-06|"26"|"India"|"Amar Tomar Kolkata"|"170"|"left"|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Aiborlang Khongjee"|1987-12-09|"27"|"India"|"Amar Tomar Kolkata"|"180"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Ashutosh Mehta"|1991-02-21|"24"|"India"|"FC Pune City"|"176"|NA|2015-07-10|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Pronay Halder"|1993-02-25|"22"|"India"|"Amar Tomar Kolkata"|"177"|"right"|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Krisztián Vadócz"|1985-05-03|"30"|"Hungary"|"Without Club"|"185"|"both"|NA|NA|NA|"600K"|"600K"
"2015"|"Mumbai City FC"|"Sehnaj Singh"|1993-07-29|"21"|"India"|"Mumbai City FC"|"180"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Léo Costa"|1986-03-03|"29"|"Brazil"|"Without Club"|"181"|"right"|NA|NA|NA|"400K"|NA
"2015"|"Mumbai City FC"|"Boithang Haokip"|1991-09-09|"23"|"India"|"Bengaluru FC"|"178"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Thangjam Singh"|1987-03-01|"28"|"India"|"NEROCA FC"|"174"|NA|2015-07-01|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"David Lalrinmuana"|1992-11-09|"22"|"India"|"Aizawl Football Club"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Matías Defederico"|1989-08-23|"25"|"Argentina"|"Apollon Smyrnis"|"170"|"left"|NA|NA|NA|"1.20M"|"1.20M"
"2015"|"Mumbai City FC"|"Sony Nordé"|1989-07-27|"25"|"Haiti"|"Unknown"|"176"|"right"|2015-07-15|NA|NA|"100K"|"75K"
"2015"|"Mumbai City FC"|"Rakesh Oram"|1997-10-31|"17"|"India"|"Bengaluru FC B"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Udanta Singh"|1996-06-14|"19"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Jackichand Singh"|1992-03-17|"23"|"India"|"FC Goa"|"170"|NA|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Cafu"|1996-01-22|"19"|"Brazil"|"GD Estoril Sub-23"|"168"|"left"|NA|NA|NA|NA|NA
"2015"|"Mumbai City FC"|"Diego Forlán"|1979-05-19|"36"|"Uruguay"|"Without Club"|"180"|"both"|NA|NA|NA|"1.00M"|"1.00M"
"2015"|"Mumbai City FC"|"Sunil Chhetri"|1984-08-03|"30"|"India"|"Bengaluru FC"|"170"|NA|2015-07-10|NA|NA|"400K"|"400K"
"2015"|"Mumbai City FC"|"Thiago Cunha"|1985-04-25|"30"|"Brazil"|"Without Club"|"177"|"left"|NA|NA|NA|"400K"|NA
"2015"|"NorthEast United FC"|"Wellington"|1990-04-21|"25"|"Brazil"|"Globo Futebol Clube RN"|"193"|"left"|NA|NA|NA|"300K"|"300K"
"2015"|"NorthEast United FC"|"Subrata Pal"|1986-12-24|"28"|"India"|"Jamshedpur FC"|"185"|"both"|2016-05-25|NA|NA|"100K"|NA
"2015"|"NorthEast United FC"|"TP Rehenesh"|1993-02-13|"22"|"India"|"NorthEast United FC"|"178"|NA|2015-07-01|NA|2019-05-31|NA|NA
"2015"|"NorthEast United FC"|"Gustavo Lazzaretti"|1984-03-09|"31"|"Brazil"|"Brusque Futebol Clube (SC)"|"184"|"right"|NA|NA|NA|"150K"|"200K"
"2015"|"NorthEast United FC"|"Mailson"|1988-02-05|"27"|"Brazil"|"Chennaiyin FC"|"183"|"right"|2016-05-31|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Salam Singh"|1995-12-04|"19"|"India"|"East Bengal FC"|"188"|NA|NA|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Robin Gurung"|1992-10-24|"22"|"India"|"Jamshedpur FC"|"172"|NA|2015-07-01|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Shouvik Ghosh"|1992-11-05|"22"|"India"|"Mumbai City FC"|"181"|"left"|NA|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Nirmal Chettri"|1990-10-21|"24"|"India"|"FC Goa"|"177"|"both"|2016-05-25|NA|NA|"75K"|"75K"
"2015"|"NorthEast United FC"|"Reagan Singh"|1991-04-01|"24"|"India"|"NorthEast United FC"|"173"|"right"|2015-07-10|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Lallianzuala Chhangte"|1997-08-06|"17"|"India"|"Delhi Dynamos FC"|"167"|NA|NA|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Romaric"|1983-06-04|"32"|"Cote d'Ivoire"|"Retired"|"187"|"left"|NA|NA|NA|"1.50M"|"1.50M"
"2015"|"NorthEast United FC"|"Didier Zokora"|1980-12-14|"34"|"Cote d'Ivoire"|"Retired"|"180"|"right"|NA|NA|NA|"700K"|"1.20M"
"2015"|"NorthEast United FC"|"Katsumi Yusa"|1988-08-02|"26"|"Japan"|"NEROCA FC"|"168"|"right"|2016-05-30|NA|NA|"50K"|NA
"2015"|"NorthEast United FC"|"Rowllin Borges"|1992-06-05|"23"|"India"|"NorthEast United FC"|"183"|NA|2016-05-25|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Lalrempuia Fanai"|1996-05-11|"19"|"India"|"NorthEast United FC"|"172"|NA|NA|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Wellington Priori"|1990-02-21|"25"|"Brazil"|"Botafogo Rio de Janeiro"|"190"|"right"|NA|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Seityasen Singh"|1992-03-12|"23"|"India"|"NorthEast United FC"|"178"|NA|2015-07-10|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Sumeet Passi"|1995-04-18|"20"|"India"|"Jamshedpur FC"|"179"|NA|2016-05-25|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Holicharan Narzary"|1994-05-10|"21"|"India"|"Kerala Blasters FC"|"174"|NA|2015-07-01|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Jerry Mawihmingthanga"|1997-03-09|"18"|"India"|"Jamshedpur FC"|NA|NA|NA|NA|NA|NA|NA
"2015"|"NorthEast United FC"|"Nicolás Vélez"|1990-07-04|"24"|"Argentina"|"Negeri Sembilan FA"|"173"|"right"|2015-08-02|NA|NA|"100K"|"175K"
"2015"|"NorthEast United FC"|"Emiliano Alfaro"|1988-04-28|"27"|"Uruguay"|"FC Pune City"|"173"|"right"|NA|NA|NA|"750K"|"500K"
"2015"|"NorthEast United FC"|"Robert Cullen"|1985-06-07|"30"|"Japan"|"Leatherhead FC"|"180"|"right"|NA|NA|NA|"300K"|"400K"
"2015"|"NorthEast United FC"|"Sasha Aneff"|1991-06-26|"24"|"Uruguay"|"Without Club"|"187"|"right"|NA|NA|NA|"300K"|"300K"
"2016"|"Bengaluru FC"|"Gurpreet Singh Sandhu"|1992-02-03|"24"|"India"|"Bengaluru FC"|"194"|"right"|NA|NA|NA|"100K"|"100K"
"2016"|"Bengaluru FC"|"Arindam Bhattacharya"|1989-05-20|"27"|"India"|"Amar Tomar Kolkata"|"189"|NA|2016-12-20|NA|NA|"25K"|NA
"2016"|"Bengaluru FC"|"Amrinder Singh"|1993-05-27|"23"|"India"|"Mumbai City FC"|"186"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Abhra Mondal"|1986-10-03|"29"|"India"|"East Bengal FC"|"178"|NA|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Lalthuammawia Ralte"|1992-11-28|"23"|"India"|"FC Goa"|"177"|NA|2014-09-01|NA|2018-05-30|NA|NA
"2016"|"Bengaluru FC"|"Calvin Abhishek"|1994-05-13|"22"|"India"|"Without Club"|NA|NA|2017-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Collin Abranches"|1991-12-12|"24"|"India"|"Without Club"|"170"|NA|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Joyner Lourenco"|1991-11-08|"24"|"India"|"Bengaluru FC"|"176"|NA|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Juanan"|1987-04-27|"29"|"Spain"|"Bengaluru FC"|"192"|"left"|2016-08-08|NA|2020-05-31|"300K"|NA
"2016"|"Bengaluru FC"|"Sandesh Jhingan"|1993-07-21|"22"|"India"|"Kerala Blasters FC"|"188"|NA|2017-01-12|NA|NA|"25K"|NA
"2016"|"Bengaluru FC"|"Gursimrat Singh Gill"|1997-02-11|"19"|"India"|"Bengaluru FC"|NA|NA|2016-08-23|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Zohmingliana Ralte"|1990-10-02|"25"|"India"|"Chennaiyin FC"|"178"|"right"|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Subashish Bose"|1995-08-18|"20"|"India"|"Mumbai City FC"|"186"|"right"|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Salam Singh"|1995-12-04|"20"|"India"|"East Bengal FC"|"188"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Sena Ralte"|1988-07-06|"27"|"India"|"Amar Tomar Kolkata"|"170"|"left"|2016-12-20|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Keegan Pereira"|1987-11-07|"28"|"India"|"NorthEast United FC"|"175"|"left"|2016-01-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Nishu Kumar"|1997-11-05|"18"|"India"|"Bengaluru FC"|"178"|"both"|2015-11-17|NA|2020-05-31|NA|NA
"2016"|"Bengaluru FC"|"Lalchhuanmawia"|1989-04-14|"27"|"India"|"FC Pune City"|"182"|"left"|2014-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"John Johnson"|1988-03-15|"28"|"England"|"Amar Tomar Kolkata"|"183"|"right"|2013-07-16|NA|2018-05-30|"75K"|"50K"
"2016"|"Bengaluru FC"|"Rino Anto"|1988-01-03|"28"|"India"|"Bengaluru FC"|"174"|"right"|2013-07-20|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Rahul Bheke"|1990-12-06|"25"|"India"|"Bengaluru FC"|"179"|"right"|NA|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Harmanjot Khabra"|1988-03-18|"28"|"India"|"Bengaluru FC"|"181"|"right"|2016-12-12|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Erik Paartalu"|1986-05-03|"30"|"Australia"|"Bengaluru FC"|"193"|"both"|NA|NA|NA|"500K"|"525K"
"2016"|"Bengaluru FC"|"Dimas Delgado"|1983-02-06|"33"|"Spain"|"Bengaluru FC"|"178"|"right"|NA|NA|NA|"350K"|NA
"2016"|"Bengaluru FC"|"Cameron Watson"|1987-05-31|"29"|"Australia"|"Mohun Bagan AC"|"185"|"right"|2016-08-06|NA|NA|"150K"|"200K"
"2016"|"Bengaluru FC"|"Lenny Rodrigues"|1987-05-10|"29"|"India"|"FC Goa"|"185"|NA|2016-12-15|NA|NA|"50K"|NA
"2016"|"Bengaluru FC"|"Shankar Sampingiraj"|1994-12-14|"21"|"India"|"FC Pune City"|"183"|NA|2013-12-13|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Eugeneson Lyngdoh"|1986-09-10|"29"|"India"|"Amar Tomar Kolkata"|"171"|NA|2014-07-01|NA|NA|NA|NA
"2016"|"Bengaluru FC"|"Malsawmzuala"|1997-09-12|"18"|"India"|"Amar Tomar Kolkata"|"178"|"right"|2015-11-17|NA|2018-05-31|NA|NA
"2016"|"Bengaluru FC"|"C.K. Vineeth"|1988-05-20|"28"|"India"|"Kerala Blasters FC"|"178"|NA|2014-01-30|NA|NA|NA|NA
