"season"|"player"|"team"|"dob"|"height.cm"|"position"
"2016 playoffs"|"Sameehg Doutie"|"ATK"|"31/05/1989"|"172"|"MF"
"2016 playoffs"|"Anas Edathodika"|"Delhi Dynamos FC"|"15/02/1987"|"184"|"DF"
"2016 playoffs"|"Lalchhuanmawia Fanai"|"Mumbai City FC"|"14/04/1989"|"182"|"DF"
"2016 playoffs"|"Diego Forlán"|"Mumbai City FC"|"19/05/1979"|"179"|"FW"
"2016 playoffs"|"Richard Gadze"|"Delhi Dynamos FC"|"23/08/1993"|"176"|"FW"
"2016 playoffs"|"Gallardo"|"ATK"|"19/02/1986"|"184"|"DF"
"2016 playoffs"|"Alwyn George"|"Delhi Dynamos FC"|"03/01/1992"|"173"|"MF"
"2016 playoffs"|"Antonio German"|"Kerala Blasters"|"26/12/1991"|"178"|"FW"
"2016 playoffs"|"Gérson"|"Mumbai City FC"|"04/10/1992"|"179"|"DF"
"2016 playoffs"|"Sanjiban Ghosh"|"Delhi Dynamos FC"|"06/07/1991"|"183"|"GK"
"2016 playoffs"|"Lucian Goian"|"Mumbai City FC"|"10/02/1983"|"185"|"DF"
"2016 playoffs"|"Albino Gomes"|"Mumbai City FC"|"07/02/1994"|NA|"GK"
"2016 playoffs"|"Pronay Halder"|"Mumbai City FC"|"25/02/1993"|"174"|"MF"
"2016 playoffs"|"Boithang Haokip"|"Mumbai City FC"|"09/03/1991"|"178"|"MF"
"2016 playoffs"|"Semboi Haokip"|"Kerala Blasters"|"13/03/1993"|"183"|"FW"
"2016 playoffs"|"Hélder Postiga"|"ATK"|"02/08/1982"|"182"|"FW"
"2016 playoffs"|"Cédric Hengbart"|"Kerala Blasters"|"13/07/1980"|"183"|"DF"
"2016 playoffs"|"Mehtab Hossain"|"Kerala Blasters"|"13/10/1981"|"171"|"MF"
"2016 playoffs"|"Aaron Hughes"|"Kerala Blasters"|"08/11/1979"|"183"|"DF"
"2016 playoffs"|"Iain Hume"|"ATK"|"30/10/1983"|"170"|"FW"
"2016 playoffs"|"Bikash Jairu"|"ATK"|"10/11/1990"|NA|"MF"
"2016 playoffs"|"Javi Lara"|"ATK"|"04/12/1985"|"179"|"MF"
"2016 playoffs"|"Sandesh Jhingan"|"Kerala Blasters"|"21/07/1993"|"188"|"DF"
"2016 playoffs"|"Josu"|"Kerala Blasters"|"27/02/1993"|"176"|"DF"
"2016 playoffs"|"Didier Kadio"|"Kerala Blasters"|"05/04/1990"|"178"|"DF"
"2016 playoffs"|"Prasanth Karuthadathkuni"|"Kerala Blasters"|"24/06/1997"|NA|"FW"
"2016 playoffs"|"Aibor Khongjee"|"Mumbai City FC"|"09/12/1987"|"180"|"DF"
"2016 playoffs"|"Pritam Kotal"|"ATK"|"08/09/1993"|"176"|"DF"
"2016 playoffs"|"Lalchawnkima"|"Delhi Dynamos FC"|"31/05/1991"|"180"|"DF"
"2016 playoffs"|"David Lalrinmuana"|"Mumbai City FC"|"09/11/1992"|NA|"MF"
"2016 playoffs"|"Lalruatthara"|"Delhi Dynamos FC"|"17/01/1995"|"180"|"DF"
"2016 playoffs"|"Robert Lalthlamuana"|"ATK"|"04/09/1988"|"171"|"DF"
"2016 playoffs"|"Léo Costa"|"Mumbai City FC"|"03/03/1986"|"181"|"MF"
"2016 playoffs"|"Kean Lewis"|"Delhi Dynamos FC"|"19/09/1992"|"170"|"MF"
"2016 playoffs"|"Munmun Lugun"|"Mumbai City FC"|"05/05/1993"|"176"|"DF"
"2016 playoffs"|"Azrack Mahamat"|"Kerala Blasters"|"24/03/1988"|"181"|"MF"
"2016 playoffs"|"Debjit Majumder"|"ATK"|"06/03/1988"|"175"|"GK"
"2016 playoffs"|"Florent Malouda"|"Delhi Dynamos FC"|"13/06/1980"|"181"|"MF"
"2016 playoffs"|"Sawmtea Malsawmzuala"|"Delhi Dynamos FC"|"12/09/1997"|"179"|"MF"
"2016 playoffs"|"Marcelinho"|"Delhi Dynamos FC"|"22/06/1987"|"172"|"MF"
"2016 playoffs"|"Ashutosh Mehta"|"Mumbai City FC"|"21/02/1991"|"176"|"MF"
"2016 playoffs"|"Memo"|"Delhi Dynamos FC"|"14/02/1988"|"179"|"MF"
"2016 playoffs"|"Arnab Mondal"|"ATK"|"25/09/1989"|"179"|"DF"
"2016 playoffs"|"Ouzin N'Doye"|"Kerala Blasters"|"10/04/1992"|"189"|"DF"
"2016 playoffs"|"Samir Nabi"|"Delhi Dynamos FC"|"16/12/1997"|"182"|"MF"
"2016 playoffs"|"Sandip Nandy"|"Kerala Blasters"|"15/01/1975"|"177"|"GK"
"2016 playoffs"|"Ofentse Nato"|"ATK"|"01/10/1989"|"183"|"MF"
"2016 playoffs"|"Duckens Nazon"|"Kerala Blasters"|"07/04/1994"|"181"|"FW"
"2016 playoffs"|"Ibrahima Niasse"|"Delhi Dynamos FC"|"18/04/1988"|"188"|"DF"
"2016 playoffs"|"Rupert Nongrum"|"Delhi Dynamos FC"|"21/08/1996"|"179"|"MF"
"2016 playoffs"|"Sony Nordé"|"Mumbai City FC"|"27/07/1989"|"176"|"FW"
"2016 playoffs"|"Rakesh Oram"|"Mumbai City FC"|"31/10/1997"|NA|"FW"
"2016 playoffs"|"Shilton Pal"|"ATK"|"10/06/1988"|NA|"GK"
"2016 playoffs"|"Stephen Pearson"|"ATK"|"02/10/1982"|"183"|"MF"
"2016 playoffs"|"Keegan Pereira"|"ATK"|"07/11/1987"|"180"|"DF"
"2016 playoffs"|"Mohammed Rafi"|"Kerala Blasters"|"24/05/1982"|"179"|"FW"
"2016 playoffs"|"Mohammed Rafique"|"Kerala Blasters"|"20/09/1992"|"173"|"FW"
"2016 playoffs"|"Vinit Rai"|"Kerala Blasters"|"11/10/1997"|"184"|"MF"
"2016 playoffs"|"Jewel Raja"|"ATK"|"18/01/1990"|"172"|"FW"
"2016 playoffs"|"Lalhmangaihsanga Ralte"|"Mumbai City FC"|"06/07/1988"|"170"|"DF"
"2016 playoffs"|"Lalrindika Ralte"|"ATK"|"07/09/1992"|"173"|"MF"
"2016 playoffs"|"Roberto Tigrão"|"Mumbai City FC"|"01/07/1979"|"193"|"GK"
"2016 playoffs"|"Rubén"|"Delhi Dynamos FC"|"29/01/1982"|"187"|"DF"
"2016 playoffs"|"Abhinas Ruidas"|"ATK"|"12/10/1994"|"173"|"MF"
"2016 playoffs"|"Gastón Sangoy"|"Mumbai City FC"|"05/10/1984"|"178"|"FW"
"2016 playoffs"|"Kunal Sawant"|"Kerala Blasters"|"23/08/1986"|"188"|"GK"
"2016 playoffs"|"Sereno"|"ATK"|"18/05/1985"|"188"|"DF"
"2016 playoffs"|"Amrinder Singh"|"Mumbai City FC"|"27/05/1993"|"186"|"GK"
"2016 playoffs"|"Bidyananda Singh"|"ATK"|"27/11/1997"|NA|"MF"
"2016 playoffs"|"Bikramjit Singh"|"ATK"|"15/10/1992"|"171"|"MF"
"2016 playoffs"|"Gurwinder Singh"|"Kerala Blasters"|"16/04/1986"|"183"|"DF"
"2016 playoffs"|"Jackichand Singh"|"Mumbai City FC"|"17/03/1992"|"170"|"FW"
"2016 playoffs"|"Konsham Singh"|"Delhi Dynamos FC"|"23/11/1996"|"186"|"DF"
"2016 playoffs"|"Milan Singh"|"Delhi Dynamos FC"|"15/05/1992"|"174"|"MF"
"2016 playoffs"|"Ramandeep Singh"|"Kerala Blasters"|"27/06/1991"|NA|"DF"
"2016 playoffs"|"Sehnaj Singh"|"Mumbai City FC"|"29/07/1993"|"179"|"MF"
"2016 playoffs"|"Thangjam Singh"|"Mumbai City FC"|"01/03/1987"|NA|"MF"
"2016 playoffs"|"Udanta Singh"|"Mumbai City FC"|"14/06/1996"|"180"|"FW"
"2016 playoffs"|"Graham Stack"|"Kerala Blasters"|"26/09/1981"|"188"|"GK"
"2016 playoffs"|"Tébar"|"Delhi Dynamos FC"|"07/02/1986"|"185"|"MF"
"2016 playoffs"|"Thiago Cunha"|"Mumbai City FC"|"25/04/1985"|"177"|"FW"
"2016 playoffs"|"Tiri"|"ATK"|"14/07/1991"|"182"|"DF"
"2016 playoffs"|"Toni Doblas"|"Delhi Dynamos FC"|"05/08/1980"|"184"|"GK"
"2016 playoffs"|"Arjun Tudu"|"Delhi Dynamos FC"|NA|NA|"FW"
"2016 playoffs"|"Krisztián Vadócz"|"Mumbai City FC"|"03/05/1985"|"188"|"MF"
"2016 playoffs"|"Gunashekar Vignesh"|"Delhi Dynamos FC"|"30/09/1988"|"172"|"MF"
"2016 playoffs"|"C.K. Vineeth"|"Kerala Blasters"|"20/05/1988"|"178"|"FW"
"2017/2018"|"Calvin Abhishek"|"Bengaluru FC"|"13/05/1994"|NA|"GK"
"2017/2018"|"Collin Abranches"|"Bengaluru FC"|"12/12/1991"|"170"|"DF"
"2017/2018"|"Asheer Akhtar"|"Bengaluru FC"|"14/12/1994"|NA|"DF"
"2017/2018"|"Emiliano Alfaro"|"FC Pune City"|"28/04/1988"|"172"|"FW"
"2017/2018"|"Anwar Ali"|"ATK"|"24/09/1984"|"189"|"DF"
"2017/2018"|"Mohamed Ali"|"FC Goa"|"21/08/1992"|"178"|"DF"
"2017/2018"|"Rafique Ali Sardar"|"Jamshedpur FC"|"16/04/1998"|NA|"GK"
"2017/2018"|"Keenan Almeida"|"Chennaiyin FC"|"10/10/1991"|NA|"DF"
"2017/2018"|"Karan Amin"|"Jamshedpur FC"|"21/06/1989"|NA|"DF"
"2017/2018"|"Soram Anganba"|"ATK"|"24/12/1992"|"182"|"GK"
"2017/2018"|"Rino Anto"|"Kerala Blasters"|"03/01/1988"|"174"|"DF"
"2017/2018"|"Arana"|"Delhi Dynamos FC"|"03/12/1984"|"175"|"MF"
"2017/2018"|"Muhammed Ashique Kuruniyan"|"FC Pune City"|"14/06/1997"|NA|"FW"
"2017/2018"|"Izu Azuka"|"Jamshedpur FC"|"24/05/1989"|"183"|"FW"
"2017/2018"|"Carl Baker"|"ATK"|"26/12/1982"|"188"|"MF"
"2017/2018"|"Guðjón Baldvinsson"|"Kerala Blasters"|"15/02/1986"|"184"|"FW"
"2017/2018"|"Sanjay Balmuchu"|"Chennaiyin FC"|"05/01/1992"|NA|"MF"
"2017/2018"|"Kervens Belfort"|"Jamshedpur FC"|"16/05/1992"|"185"|"FW"
"2017/2018"|"Dimitar Berbatov"|"Kerala Blasters"|"30/01/1981"|"188"|"FW"
"2017/2018"|"Arindam Bhattacharya"|"Mumbai City FC"|"11/12/1989"|"188"|"GK"
"2017/2018"|"Rahul Bheke"|"Bengaluru FC"|"06/12/1990"|"179"|"DF"
"2017/2018"|"Pranjal Bhumij"|"Mumbai City FC"|"02/03/1999"|"166"|"FW"
"2017/2018"|"Kunzang Bhutia"|"ATK"|"03/01/1994"|"186"|"GK"
"2017/2018"|"André Bikey"|"Jamshedpur FC"|"08/01/1985"|"182"|"DF"
"2017/2018"|"Ashim Biswas"|"Jamshedpur FC"|"14/07/1982"|"170"|"FW"
"2017/2018"|"Boaringdao Bodo"|"Chennaiyin FC"|"17/10/1999"|"172"|"FW"
"2017/2018"|"Rowllin Borges"|"NorthEast United FC"|"05/06/1992"|"183"|"MF"
"2017/2018"|"Subashish Bose"|"Bengaluru FC"|"18/08/1995"|"186"|"DF"
"2017/2018"|"Hugo Boumous"|"FC Goa"|"24/07/1995"|"172"|"MF"
"2017/2018"|"Braulio"|"Bengaluru FC"|"18/09/1985"|"177"|"FW"
"2017/2018"|"Wes Brown"|"Kerala Blasters"|"13/10/1979"|"185"|"DF"
"2017/2018"|"Bruno Pinheiro"|"FC Goa"|"21/08/1987"|"185"|"DF"
"2017/2018"|"Darren Caldeira"|"ATK"|"19/09/1987"|"178"|"MF"
"2017/2018"|"Calderón"|"Chennaiyin FC"|"04/01/1982"|"180"|"DF"
"2017/2018"|"Fulganco Cardozo"|"Chennaiyin FC"|"23/01/1988"|NA|"DF"
"2017/2018"|"Souvik Chakraborty"|"Jamshedpur FC"|"12/07/1987"|"172"|"MF"
"2017/2018"|"Nirmal Chettri"|"NorthEast United FC"|"21/10/1990"|"175"|"DF"
"2017/2018"|"Lallianzuala Chhangte"|"Delhi Dynamos FC"|"06/08/1997"|"167"|"FW"
"2017/2018"|"Sunil Chhetri"|"Bengaluru FC"|"03/08/1984"|"172"|"FW"
"2017/2018"|"Faroukh Choudhary"|"Jamshedpur FC"|"24/06/1996"|NA|"FW"
"2017/2018"|"Pratik Chowdhary"|"Delhi Dynamos FC"|"04/10/1989"|"188"|"DF"
"2017/2018"|"Subhashish Chowdhury"|"Kerala Blasters"|"27/09/1986"|"186"|"GK"
"2017/2018"|"Gabriel Cichero"|"Delhi Dynamos FC"|"25/04/1984"|"186"|"DF"
"2017/2018"|"Bruno Colaço"|"FC Goa"|"11/10/1991"|NA|"GK"
"2017/2018"|"Liston Colaco"|"FC Goa"|"12/11/1998"|NA|"FW"
"2017/2018"|"Colunga"|"FC Goa"|"17/11/1984"|"171"|"FW"
"2017/2018"|"Coro"|"FC Goa"|"05/01/1983"|"171"|"FW"
"2017/2018"|"David Cotterill"|"ATK"|"04/12/1987"|"175"|"MF"
"2017/2018"|"Anthony D'Souza"|"FC Goa"|"02/03/1987"|"165"|"MF"
"2017/2018"|"Daniel Segovia"|"Bengaluru FC"|"23/05/1985"|"190"|"FW"
"2017/2018"|"Danilo Cezario"|"NorthEast United FC"|"25/04/1991"|"186"|"FW"
"2017/2018"|"Narayan Das"|"FC Goa"|"25/09/1993"|"178"|"DF"
"2017/2018"|"Prabir Das"|"ATK"|"20/12/1993"|"172"|"DF"
"2017/2018"|"Arnab Das Sharma"|"Delhi Dynamos FC"|"11/12/1987"|"183"|"GK"
"2017/2018"|"Mandar Dessai"|"FC Goa"|"18/03/1992"|"171"|"MF"
"2017/2018"|"Mohd Sajid Dhot"|"Delhi Dynamos FC"|"10/12/1997"|"182"|"DF"
"2017/2018"|"Martín Díaz"|"NorthEast United FC"|"17/03/1988"|"187"|"DF"
"2017/2018"|"Diego"|"FC Pune City"|"15/05/1988"|"174"|"FW"
"2017/2018"|"Dimas Delgado"|"Bengaluru FC"|"06/02/1983"|"182"|"MF"
"2017/2018"|"Seiminlen Doungel"|"NorthEast United FC"|"03/01/1994"|"172"|"FW"
"2017/2018"|"Sameehg Doutie"|"Jamshedpur FC"|"31/05/1989"|"172"|"MF"
"2017/2018"|"Anas Edathodika"|"Jamshedpur FC"|"15/02/1987"|"184"|"DF"
"2017/2018"|"Edu Bedia"|"FC Goa"|"23/03/1989"|"184"|"MF"
"2017/2018"|"Edu Moya"|"Delhi Dynamos FC"|"03/01/1981"|"175"|"DF"
"2017/2018"|"Achille Emaná"|"Mumbai City FC"|"05/06/1982"|"180"|"MF"
"2017/2018"|"Éverton Santos"|"Mumbai City FC"|"14/10/1986"|"176"|"FW"
"2017/2018"|"Lalchhuanmawia Fanai"|"FC Pune City"|"14/04/1989"|"182"|"DF"
"2017/2018"|"Augustin Fernandes"|"ATK"|"13/10/1987"|"178"|"DF"
"2017/2018"|"Brandon Fernandes"|"FC Goa"|"20/09/1994"|"171"|"MF"
"2017/2018"|"Francis Fernandes"|"Chennaiyin FC"|"25/11/1985"|"167"|"MF"
"2017/2018"|"Romeo Fernandes"|"Delhi Dynamos FC"|"06/07/1992"|"168"|"FW"
"2017/2018"|"Seriton Fernandes"|"FC Goa"|"26/10/1992"|NA|"DF"
"2017/2018"|"Guyon Fernandez"|"Delhi Dynamos FC"|"18/04/1986"|"184"|"FW"
"2017/2018"|"Raju Gaikwad"|"Mumbai City FC"|"25/09/1990"|"180"|"DF"
"2017/2018"|"Dhanpal Ganesh"|"Chennaiyin FC"|"13/06/1994"|"185"|"MF"
"2017/2018"|"Gavilán"|"Chennaiyin FC"|"12/05/1985"|"178"|"MF"
"2017/2018"|"Alwyn George"|"Bengaluru FC"|"03/01/1992"|"173"|"MF"
"2017/2018"|"Gérson"|"Mumbai City FC"|"04/10/1992"|"179"|"DF"
"2017/2018"|"Sanjiban Ghosh"|"Jamshedpur FC"|"06/07/1991"|"183"|"GK"
"2017/2018"|"Shouvik Ghosh"|"Jamshedpur FC"|"05/11/1992"|"181"|"DF"
"2017/2018"|"Gursimrat Gill"|"NorthEast United FC"|"11/02/1997"|NA|"DF"
"2017/2018"|"Lucian Goian"|"Mumbai City FC"|"10/02/1983"|"185"|"DF"
"2017/2018"|"Sarthak Golui"|"FC Pune City"|"03/11/1997"|"187"|"DF"
"2017/2018"|"Albino Gomes"|"Delhi Dynamos FC"|"07/02/1994"|NA|"GK"
"2017/2018"|"Robin Gurung"|"Jamshedpur FC"|"26/10/1992"|"172"|"DF"
"2017/2018"|"Abdul Hakku"|"NorthEast United FC"|"10/06/1994"|"184"|"DF"
"2017/2018"|"Pronay Halder"|"FC Goa"|"25/02/1993"|"174"|"MF"
"2017/2018"|"Siam Hanghal"|"Kerala Blasters"|"26/05/1993"|"182"|"MF"
"2017/2018"|"Boithang Haokip"|"Bengaluru FC"|"09/03/1991"|"178"|"MF"
"2017/2018"|"Semboi Haokip"|"Bengaluru FC"|"13/03/1993"|"183"|"FW"
"2017/2018"|"Hélio Pinto"|"NorthEast United FC"|"29/02/1984"|"184"|"MF"
"2017/2018"|"Mehtab Hossain"|"Jamshedpur FC"|"13/10/1981"|"171"|"MF"
"2017/2018"|"Iain Hume"|"Kerala Blasters"|"30/10/1983"|"170"|"FW"
"2017/2018"|"Irureta"|"Delhi Dynamos FC"|"21/03/1986"|"180"|"GK"
"2017/2018"|"Arata Izumi"|"Kerala Blasters"|"31/07/1982"|"175"|"MF"
"2017/2018"|"Jussi Jääskeläinen"|"ATK"|"19/04/1975"|"191"|"GK"
"2017/2018"|"Ahmed Jahouh"|"FC Goa"|"31/07/1988"|NA|"MF"
"2017/2018"|"Bikash Jairu"|"Jamshedpur FC"|"10/11/1990"|NA|"DF"
"2017/2018"|"Sandesh Jhingan"|"Kerala Blasters"|"21/07/1993"|"188"|"DF"
"2017/2018"|"John Johnson"|"Bengaluru FC"|"16/09/1988"|"182"|"DF"
"2017/2018"|"Jonatan Lucca"|"FC Pune City"|"02/06/1994"|"187"|"MF"
"2017/2018"|"Jonathan Cardozo"|"FC Goa"|NA|NA|"DF"
"2017/2018"|"Jordi Figueras"|"ATK"|"16/05/1987"|"185"|"DF"
"2017/2018"|"José Gonçalves"|"NorthEast United FC"|"17/09/1985"|"190"|"DF"
"2017/2018"|"Juanan"|"Bengaluru FC"|"27/04/1987"|"192"|"DF"
"2017/2018"|"Vishal Kaith"|"FC Pune City"|"22/07/1996"|"188"|"GK"
"2017/2018"|"Prasanth Karuthadathkuni"|"Kerala Blasters"|"24/06/1997"|NA|"MF"
"2017/2018"|"Laxmikant Kattimani"|"FC Goa"|"03/05/1989"|"183"|"GK"
"2017/2018"|"Robbie Keane"|"ATK"|"08/07/1980"|"176"|"FW"
"2017/2018"|"Harmanjot Khabra"|"Bengaluru FC"|"18/12/1988"|"181"|"MF"
"2017/2018"|"Adil Khan"|"FC Pune City"|"07/07/1988"|"177"|"MF"
"2017/2018"|"Aibor Khongjee"|"Mumbai City FC"|"09/12/1987"|"180"|"DF"
"2017/2018"|"Sairuat Kima"|"Jamshedpur FC"|"07/11/1997"|"190"|"DF"
"2017/2018"|"Keziron Kizito"|"Kerala Blasters"|"17/01/1997"|"172"|"MF"
"2017/2018"|"Pritam Kotal"|"Delhi Dynamos FC"|"08/09/1993"|"176"|"DF"
"2017/2018"|"Anuj Kumar"|"FC Pune City"|"24/07/1998"|NA|"GK"
"2017/2018"|"Nanda Kumar"|"Delhi Dynamos FC"|"20/12/1995"|NA|"MF"
"2017/2018"|"Naveen Kumar"|"FC Goa"|"09/01/1989"|NA|"GK"
"2017/2018"|"Pawan Kumar"|"Chennaiyin FC"|"01/07/1990"|"182"|"GK"
"2017/2018"|"Ravi Kumar"|"NorthEast United FC"|"04/07/1993"|"180"|"GK"
"2017/2018"|"Rohit Kumar"|"FC Pune City"|"01/01/1997"|"185"|"MF"
"2017/2018"|"Nishu Kumar Tashni"|"Bengaluru FC"|"05/11/1997"|"178"|"DF"
"2017/2018"|"Njazi Kuqi"|"ATK"|"25/03/1983"|"193"|"FW"
"2017/2018"|"Nemanja Lakic-Pešic"|"Kerala Blasters"|"14/01/1991"|"192"|"DF"
"2017/2018"|"Daniel Lalhlimpuia"|"Bengaluru FC"|"12/09/1997"|"184"|"FW"
"2017/2018"|"Jeje Lalpekhlua"|"Chennaiyin FC"|"07/01/1991"|"173"|"FW"
"2017/2018"|"Fanai Lalrempuia"|"NorthEast United FC"|"11/05/1996"|"173"|"MF"
"2017/2018"|"Jerry Lalrinzuala"|"Chennaiyin FC"|"13/07/1998"|"174"|"DF"
"2017/2018"|"Lalruatthara"|"Kerala Blasters"|"17/01/1995"|"180"|"DF"
"2017/2018"|"Lalthakima Lalthakima"|"Kerala Blasters"|"09/04/1997"|NA|"DF"
"2017/2018"|"Robert Lalthlamuana"|"NorthEast United FC"|"04/09/1988"|"171"|"DF"
"2017/2018"|"Lanzarote"|"FC Goa"|"20/01/1984"|"178"|"MF"
"2017/2018"|"Léo Costa"|"Mumbai City FC"|"03/03/1986"|"181"|"MF"
"2017/2018"|"Kean Lewis"|"FC Pune City"|"19/09/1992"|"170"|"FW"
"2017/2018"|"Lolo"|"FC Pune City"|"22/08/1984"|"182"|"DF"
"2017/2018"|"Joyner Lourenco"|"Bengaluru FC"|"08/09/1991"|NA|"DF"
"2017/2018"|"Munmun Lugun"|"Delhi Dynamos FC"|"05/05/1993"|"176"|"DF"
"2017/2018"|"Jeroen Lumu"|"Delhi Dynamos FC"|"27/05/1995"|"178"|"MF"
"2017/2018"|"Eugeneson Lyngdoh"|"ATK"|"10/09/1986"|"175"|"MF"
"2017/2018"|"Mailson"|"Chennaiyin FC"|"05/02/1988"|"183"|"DF"
"2017/2018"|"Debjit Majumder"|"ATK"|"06/03/1988"|"175"|"GK"
"2017/2018"|"Sawmtea Malsawmzuala"|"Bengaluru FC"|"12/09/1997"|"179"|"MF"
"2017/2018"|"Marcelinho"|"FC Pune City"|"22/06/1987"|"172"|"FW"
"2017/2018"|"Marcinho"|"NorthEast United FC"|"14/05/1986"|"182"|"MF"
"2017/2018"|"Márcio Rosário"|"Mumbai City FC"|"21/11/1983"|"187"|"DF"
"2017/2018"|"Matheus Trindade"|"Jamshedpur FC"|"05/03/1996"|"175"|"MF"
"2017/2018"|"Jerry Mawihmingthanga"|"Jamshedpur FC"|"09/03/1997"|NA|"FW"
"2017/2018"|"Sibongakonke Mbatha"|"ATK"|"01/01/1998"|"155"|"MF"
"2017/2018"|"Ashutosh Mehta"|"ATK"|"21/02/1991"|"176"|"DF"
"2017/2018"|"Loken Meitei"|"Kerala Blasters"|"04/05/1997"|"170"|"FW"
"2017/2018"|"Malemnganba Meitei"|"NorthEast United FC"|"05/02/1992"|NA|"MF"
"2017/2018"|"Sushil Meitei Ahongshangbam"|"NorthEast United FC"|"08/02/1997"|NA|"MF"
"2017/2018"|"Shahinlal Meloly"|"Chennaiyin FC"|"15/02/1990"|NA|"GK"
"2017/2018"|"Memo"|"Jamshedpur FC"|"14/02/1988"|"179"|"MF"
"2017/2018"|"Rene Mihelic"|"Chennaiyin FC"|"05/07/1988"|"175"|"MF"
"2017/2018"|"Miku"|"Bengaluru FC"|"19/08/1985"|"186"|"FW"
"2017/2018"|"Matias Mirabaje"|"Delhi Dynamos FC"|"06/03/1989"|"185"|"MF"
"2017/2018"|"Nallappan Mohanraj"|"ATK"|"23/02/1989"|NA|"DF"
"2017/2018"|"Jayananda Moirangthem"|"Delhi Dynamos FC"|"01/03/1999"|"180"|"DF"
"2017/2018"|"Abhra Mondal"|"Bengaluru FC"|"03/10/1986"|"178"|"GK"
"2017/2018"|"John Mosquera"|"NorthEast United FC"|"15/01/1988"|"192"|"FW"
"2017/2018"|"Zakeer Mundampara"|"Mumbai City FC"|"20/05/1990"|NA|"MF"
"2017/2018"|"Talla N'Diaye"|"Jamshedpur FC"|"05/12/1985"|"178"|"FW"
"2017/2018"|"Sandip Nandy"|"Kerala Blasters"|"15/01/1975"|"177"|"GK"
"2017/2018"|"Holicharan Narzary"|"NorthEast United FC"|"10/05/1994"|"174"|"MF"
"2017/2018"|"Mohammad Nawaz"|"FC Goa"|"21/01/2000"|NA|"GK"
"2017/2018"|"Deependra Singh Negi"|"Kerala Blasters"|"20/11/1998"|"172"|"MF"
"2017/2018"|"Gregory Nelson"|"Chennaiyin FC"|"31/01/1988"|"176"|"MF"
"2017/2018"|"David Ngaihte"|"Delhi Dynamos FC"|"16/12/1989"|"170"|"FW"
"2017/2018"|"Gani Nigam"|"FC Pune City"|NA|NA|"DF"
"2017/2018"|"Rupert Nongrum"|"ATK"|"21/08/1996"|"179"|"MF"
"2017/2018"|"Jude Nworuh"|"Chennaiyin FC"|"09/06/1989"|"170"|"FW"
"2017/2018"|"Odaïr Fortes"|"NorthEast United FC"|"31/03/1987"|"182"|"MF"
"2017/2018"|"Rakesh Oram"|"Mumbai City FC"|"31/10/1997"|NA|"MF"
"2017/2018"|"Erik Paartalu"|"Bengaluru FC"|"03/05/1986"|"193"|"MF"
"2017/2018"|"Subrata Pal"|"Jamshedpur FC"|"24/12/1986"|"183"|"GK"
"2017/2018"|"Sahil Panwar"|"FC Pune City"|"15/12/1999"|NA|"DF"
"2017/2018"|"Rehenesh Paramba"|"NorthEast United FC"|"13/02/1993"|"178"|"GK"
"2017/2018"|"Sumeet Passi"|"Jamshedpur FC"|"18/04/1995"|"179"|"FW"
"2017/2018"|"Martin Paterson"|"ATK"|"10/05/1987"|"178"|"FW"
"2017/2018"|"Sukhadev Patil"|"Delhi Dynamos FC"|"23/01/1998"|NA|"GK"
"2017/2018"|"Paulinho Dias"|"Delhi Dynamos FC"|"13/05/1988"|"174"|"MF"
"2017/2018"|"Courage Pekuson"|"Kerala Blasters"|"02/01/1995"|"177"|"FW"
"2017/2018"|"Keegan Pereira"|"ATK"|"07/11/1987"|"180"|"DF"
"2017/2018"|"Sanju Pradhan"|"Mumbai City FC"|"15/08/1989"|"168"|"MF"
"2017/2018"|"Pulga"|"Kerala Blasters"|"06/11/1985"|"179"|"MF"
"2017/2018"|"Paul Rachubka"|"Kerala Blasters"|"21/05/1981"|"186"|"GK"
"2017/2018"|"Rafa"|"FC Pune City"|"09/04/1985"|"183"|"DF"
"2017/2018"|"Rafa Jordà"|"Mumbai City FC"|"01/01/1984"|"192"|"FW"
"2017/2018"|"Mohammed Rafi"|"Chennaiyin FC"|"24/05/1982"|"179"|"FW"
"2017/2018"|"Vinit Rai"|"Delhi Dynamos FC"|"11/10/1997"|"184"|"MF"
"2017/2018"|"Jewel Raja"|"FC Pune City"|"18/01/1990"|"172"|"MF"
"2017/2018"|"Yumnam Raju"|"Jamshedpur FC"|"03/07/1989"|"170"|"DF"
"2017/2018"|"Mohammad Rakip"|"Kerala Blasters"|"14/05/2000"|NA|"DF"
"2017/2018"|"Lalhmangaihsanga Ralte"|"Delhi Dynamos FC"|"06/07/1988"|"170"|"DF"
"2017/2018"|"Lalrindika Ralte"|"NorthEast United FC"|"07/09/1992"|"173"|"MF"
"2017/2018"|"Lalthummawaia Ralte"|"Bengaluru FC"|"28/11/1992"|"177"|"GK"
"2017/2018"|"Zohmingliana Ralte"|"Bengaluru FC"|"02/10/1987"|"178"|"DF"
"2017/2018"|"Amey Ranawade"|"FC Goa"|"07/03/1998"|"167"|"DF"
"2017/2018"|"Jayesh Rane"|"ATK"|"20/02/1993"|"175"|"FW"
"2017/2018"|"Raphael Augusto"|"Chennaiyin FC"|"06/03/1991"|"181"|"MF"
"2017/2018"|"Lenny Rodrigues"|"Bengaluru FC"|"10/05/1987"|"185"|"MF"
